jerseyid,orderid,jerseyname,jerseynumber,team,jerseytype,jerseyyear,jerseysize,jerseyprice,quantitysold,datesold
23052,9104,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,S,119.99,1,2022-05-27
23053,9105,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2021,S,149.99,3,2022-12-01
23054,9105,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2024,L,129.99,3,2022-12-01
23055,9105,Lamar Jackson,8,Baltimore Ravens,Home,2021,XXL,129.99,3,2022-12-01
23056,9106,Josh Allen,17,Buffalo Bills,Away,2024,S,139.99,1,2019-04-10
23057,9106,Lamar Jackson,8,Baltimore Ravens,Away,2020,S,149.99,2,2019-04-10
23058,9107,Jordan Love,10,Green Bay Packers,Away,2024,S,129.99,2,2019-12-06
23059,9107,CeeDee Lamb,88,Dallas Cowboys,Alternate,2022,M,119.99,3,2019-12-06
23060,9107,Joe Burrow,9,Cincinnati Bengals,Away,2022,M,119.99,2,2019-12-06
23061,9107,Joe Burrow,9,Cincinnati Bengals,Away,2019,M,149.99,1,2019-12-06
23062,9108,Jordan Love,10,Green Bay Packers,Away,2020,M,119.99,1,2025-09-25
23063,9109,DK Metcalf,14,Seattle Seahawks,Alternate,2019,M,139.99,2,2021-12-09
23064,9109,CeeDee Lamb,88,Dallas Cowboys,Alternate,2023,M,149.99,3,2021-12-09
23065,9109,Christian McCaffrey,23,San Francisco 49ers,Alternate,2020,XL,119.99,3,2021-12-09
23066,9109,Joe Burrow,9,Cincinnati Bengals,Away,2019,M,149.99,1,2021-12-09
23067,9110,Jalen Hurts,1,Philadelphia Eagles,Home,2024,L,139.99,1,2021-05-08
23068,9111,Christian McCaffrey,23,San Francisco 49ers,Away,2020,L,149.99,2,2024-05-28
23069,9112,Lamar Jackson,8,Baltimore Ravens,Alternate,2021,M,119.99,3,2024-06-24
23070,9112,Josh Allen,17,Buffalo Bills,Home,2024,S,119.99,1,2024-06-24
23071,9112,DK Metcalf,14,Seattle Seahawks,Alternate,2021,S,139.99,1,2024-06-24
23072,9113,CeeDee Lamb,88,Dallas Cowboys,Home,2025,XL,139.99,3,2025-03-28
23073,9114,Patrick Mahomes,15,Kansas City Chiefs,Away,2021,XL,119.99,2,2019-01-03
23074,9114,Joe Burrow,9,Cincinnati Bengals,Home,2020,M,139.99,3,2019-01-03
23075,9114,Josh Allen,17,Buffalo Bills,Alternate,2022,XXL,119.99,3,2019-01-03
23076,9115,Jalen Hurts,1,Philadelphia Eagles,Away,2021,M,129.99,3,2022-08-31
23077,9115,CeeDee Lamb,88,Dallas Cowboys,Home,2025,XXL,139.99,3,2022-08-31
23078,9115,Christian McCaffrey,23,San Francisco 49ers,Alternate,2020,S,119.99,1,2022-08-31
23079,9115,CeeDee Lamb,88,Dallas Cowboys,Alternate,2022,M,139.99,1,2022-08-31
23080,9116,Christian McCaffrey,23,San Francisco 49ers,Away,2023,S,149.99,3,2024-01-02
23081,9116,Josh Allen,17,Buffalo Bills,Away,2021,L,139.99,2,2024-01-02
23082,9116,Lamar Jackson,8,Baltimore Ravens,Home,2025,M,119.99,1,2024-01-02
23083,9116,Patrick Mahomes,15,Kansas City Chiefs,Away,2023,XL,129.99,3,2024-01-02
23084,9117,Christian McCaffrey,23,San Francisco 49ers,Away,2022,L,119.99,1,2022-09-19
23085,9117,DK Metcalf,14,Seattle Seahawks,Home,2023,S,119.99,2,2022-09-19
23086,9117,Jordan Love,10,Green Bay Packers,Home,2023,XL,149.99,2,2022-09-19
23087,9118,Amon-Ra St. Brown,14,Detroit Lions,Away,2019,M,129.99,1,2024-05-18
23088,9118,CeeDee Lamb,88,Dallas Cowboys,Away,2021,L,129.99,2,2024-05-18
23089,9118,Lamar Jackson,8,Baltimore Ravens,Alternate,2025,XL,149.99,1,2024-05-18
23090,9118,Christian McCaffrey,23,San Francisco 49ers,Home,2023,L,119.99,3,2024-05-18
23091,9119,Jordan Love,10,Green Bay Packers,Home,2023,S,129.99,1,2020-06-10
23092,9120,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,M,149.99,2,2019-04-08
23093,9120,Lamar Jackson,8,Baltimore Ravens,Away,2019,S,129.99,2,2019-04-08
23094,9120,Josh Allen,17,Buffalo Bills,Away,2022,M,119.99,1,2019-04-08
23095,9121,Joe Burrow,9,Cincinnati Bengals,Alternate,2025,XL,149.99,3,2022-03-20
23096,9121,Christian McCaffrey,23,San Francisco 49ers,Alternate,2021,S,129.99,2,2022-03-20
23097,9122,Patrick Mahomes,15,Kansas City Chiefs,Home,2020,XL,129.99,3,2019-01-15
23098,9122,DK Metcalf,14,Seattle Seahawks,Home,2022,M,139.99,3,2019-01-15
23099,9122,Joe Burrow,9,Cincinnati Bengals,Away,2021,XL,119.99,2,2019-01-15
23100,9123,Josh Allen,17,Buffalo Bills,Home,2022,XL,149.99,3,2019-09-07
23101,9123,Amon-Ra St. Brown,14,Detroit Lions,Home,2020,L,149.99,1,2019-09-07
23102,9123,Jalen Hurts,1,Philadelphia Eagles,Alternate,2020,M,129.99,1,2019-09-07
23103,9123,CeeDee Lamb,88,Dallas Cowboys,Away,2023,L,139.99,1,2019-09-07
23104,9124,Jalen Hurts,1,Philadelphia Eagles,Home,2022,XXL,129.99,3,2020-04-17
23105,9124,Jalen Hurts,1,Philadelphia Eagles,Alternate,2019,M,139.99,1,2020-04-17
23106,9124,Jalen Hurts,1,Philadelphia Eagles,Away,2025,S,139.99,2,2020-04-17
23107,9124,Lamar Jackson,8,Baltimore Ravens,Alternate,2019,L,119.99,1,2020-04-17
23108,9125,Lamar Jackson,8,Baltimore Ravens,Home,2019,S,129.99,3,2019-04-11
23109,9125,Lamar Jackson,8,Baltimore Ravens,Alternate,2021,XL,149.99,3,2019-04-11
23110,9125,Amon-Ra St. Brown,14,Detroit Lions,Away,2020,XL,119.99,1,2019-04-11
23111,9125,Josh Allen,17,Buffalo Bills,Alternate,2020,M,119.99,1,2019-04-11
23112,9126,Jordan Love,10,Green Bay Packers,Home,2024,M,149.99,3,2021-10-12
23113,9126,DK Metcalf,14,Seattle Seahawks,Home,2024,XL,119.99,1,2021-10-12
23114,9126,Jalen Hurts,1,Philadelphia Eagles,Home,2020,S,139.99,3,2021-10-12
23115,9127,Lamar Jackson,8,Baltimore Ravens,Home,2025,M,129.99,2,2019-07-22
23116,9128,Amon-Ra St. Brown,14,Detroit Lions,Home,2020,XL,149.99,1,2019-08-20
23117,9129,Christian McCaffrey,23,San Francisco 49ers,Home,2024,XXL,149.99,1,2020-11-08
23118,9129,Jordan Love,10,Green Bay Packers,Home,2020,S,119.99,1,2020-11-08
23119,9129,DK Metcalf,14,Seattle Seahawks,Away,2020,M,149.99,1,2020-11-08
23120,9130,Lamar Jackson,8,Baltimore Ravens,Alternate,2025,L,139.99,3,2025-04-02
23121,9130,Josh Allen,17,Buffalo Bills,Away,2020,XXL,119.99,3,2025-04-02
23122,9131,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,XL,149.99,3,2022-04-04
23123,9131,Jordan Love,10,Green Bay Packers,Home,2025,XXL,149.99,2,2022-04-04
23124,9132,CeeDee Lamb,88,Dallas Cowboys,Home,2019,L,129.99,1,2023-07-19
23125,9133,Josh Allen,17,Buffalo Bills,Home,2022,XXL,149.99,3,2024-02-28
23126,9133,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2022,L,139.99,1,2024-02-28
23127,9134,Josh Allen,17,Buffalo Bills,Away,2022,S,119.99,1,2020-08-12
23128,9134,Joe Burrow,9,Cincinnati Bengals,Home,2021,M,139.99,1,2020-08-12
23129,9134,Joe Burrow,9,Cincinnati Bengals,Alternate,2021,S,129.99,3,2020-08-12
23130,9135,Patrick Mahomes,15,Kansas City Chiefs,Away,2025,M,119.99,2,2021-07-18
23131,9135,Jordan Love,10,Green Bay Packers,Away,2020,XL,129.99,2,2021-07-18
23132,9136,Jordan Love,10,Green Bay Packers,Away,2019,XXL,139.99,1,2023-07-24
23133,9137,DK Metcalf,14,Seattle Seahawks,Alternate,2023,S,119.99,3,2020-04-13
23134,9137,Joe Burrow,9,Cincinnati Bengals,Home,2019,S,119.99,3,2020-04-13
23135,9137,Joe Burrow,9,Cincinnati Bengals,Alternate,2022,S,119.99,2,2020-04-13
23136,9138,Jalen Hurts,1,Philadelphia Eagles,Home,2022,S,139.99,3,2023-06-05
23137,9138,DK Metcalf,14,Seattle Seahawks,Alternate,2021,M,119.99,2,2023-06-05
23138,9138,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,L,129.99,2,2023-06-05
23139,9139,Joe Burrow,9,Cincinnati Bengals,Away,2021,XL,119.99,2,2022-02-19
23140,9140,Josh Allen,17,Buffalo Bills,Away,2024,L,149.99,3,2019-11-06
23141,9140,Josh Allen,17,Buffalo Bills,Alternate,2024,XXL,119.99,1,2019-11-06
23142,9140,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,S,139.99,3,2019-11-06
23143,9140,Joe Burrow,9,Cincinnati Bengals,Away,2025,M,149.99,2,2019-11-06
23144,9141,Lamar Jackson,8,Baltimore Ravens,Alternate,2024,M,129.99,2,2020-06-01
23145,9141,CeeDee Lamb,88,Dallas Cowboys,Home,2020,XL,129.99,2,2020-06-01
23146,9141,DK Metcalf,14,Seattle Seahawks,Away,2024,L,149.99,1,2020-06-01
23147,9141,Jalen Hurts,1,Philadelphia Eagles,Home,2023,M,119.99,3,2020-06-01
23148,9142,Josh Allen,17,Buffalo Bills,Away,2024,M,119.99,2,2025-09-05
23149,9143,Josh Allen,17,Buffalo Bills,Home,2024,L,119.99,3,2021-12-13
23150,9143,Jalen Hurts,1,Philadelphia Eagles,Alternate,2019,XL,129.99,1,2021-12-13
23151,9143,Lamar Jackson,8,Baltimore Ravens,Home,2025,M,149.99,1,2021-12-13
23152,9144,Josh Allen,17,Buffalo Bills,Alternate,2020,S,119.99,1,2019-09-10
23153,9144,CeeDee Lamb,88,Dallas Cowboys,Home,2023,S,139.99,2,2019-09-10
23154,9145,Christian McCaffrey,23,San Francisco 49ers,Away,2019,XL,119.99,1,2022-04-26
23155,9146,Jordan Love,10,Green Bay Packers,Away,2024,M,129.99,3,2023-05-22
23156,9146,Patrick Mahomes,15,Kansas City Chiefs,Home,2019,M,139.99,2,2023-05-22
23157,9146,Jordan Love,10,Green Bay Packers,Alternate,2025,M,129.99,2,2023-05-22
23158,9147,Joe Burrow,9,Cincinnati Bengals,Away,2024,S,119.99,3,2021-03-15
23159,9147,DK Metcalf,14,Seattle Seahawks,Home,2021,M,149.99,2,2021-03-15
23160,9148,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,L,149.99,1,2020-07-05
23161,9148,CeeDee Lamb,88,Dallas Cowboys,Home,2025,S,149.99,1,2020-07-05
23162,9148,Jordan Love,10,Green Bay Packers,Home,2021,M,139.99,2,2020-07-05
23163,9148,Josh Allen,17,Buffalo Bills,Alternate,2024,XL,149.99,2,2020-07-05
23164,9149,Josh Allen,17,Buffalo Bills,Home,2021,XXL,119.99,1,2025-03-19
23165,9149,Jalen Hurts,1,Philadelphia Eagles,Home,2019,L,149.99,3,2025-03-19
23166,9150,Lamar Jackson,8,Baltimore Ravens,Away,2023,S,119.99,3,2023-06-07
23167,9150,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2023,M,129.99,1,2023-06-07
23168,9150,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,M,119.99,2,2023-06-07
23169,9151,Jordan Love,10,Green Bay Packers,Alternate,2022,XL,139.99,1,2019-02-18
23170,9151,DK Metcalf,14,Seattle Seahawks,Home,2020,L,149.99,1,2019-02-18
23171,9152,Joe Burrow,9,Cincinnati Bengals,Away,2024,M,129.99,3,2021-03-15
23172,9152,Jalen Hurts,1,Philadelphia Eagles,Home,2023,L,129.99,3,2021-03-15
23173,9152,Jordan Love,10,Green Bay Packers,Alternate,2022,S,149.99,3,2021-03-15
23174,9152,DK Metcalf,14,Seattle Seahawks,Home,2021,M,139.99,1,2021-03-15
23175,9153,Lamar Jackson,8,Baltimore Ravens,Away,2024,L,139.99,3,2025-10-07
23176,9154,Amon-Ra St. Brown,14,Detroit Lions,Away,2021,M,139.99,2,2022-04-25
23177,9154,Amon-Ra St. Brown,14,Detroit Lions,Away,2024,M,129.99,3,2022-04-25
23178,9155,Patrick Mahomes,15,Kansas City Chiefs,Away,2021,M,149.99,2,2024-11-21
23179,9155,Josh Allen,17,Buffalo Bills,Away,2024,XL,139.99,2,2024-11-21
23180,9155,Christian McCaffrey,23,San Francisco 49ers,Home,2024,XL,129.99,1,2024-11-21
23181,9155,Patrick Mahomes,15,Kansas City Chiefs,Away,2022,L,149.99,3,2024-11-21
23182,9156,Jalen Hurts,1,Philadelphia Eagles,Home,2021,XL,129.99,3,2025-01-07
23183,9157,Jalen Hurts,1,Philadelphia Eagles,Home,2019,S,129.99,3,2022-05-15
23184,9157,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2020,M,119.99,1,2022-05-15
23185,9158,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2025,M,139.99,3,2022-09-14
23186,9158,Joe Burrow,9,Cincinnati Bengals,Alternate,2019,M,119.99,3,2022-09-14
23187,9159,Joe Burrow,9,Cincinnati Bengals,Away,2020,XXL,149.99,3,2023-04-05
23188,9159,CeeDee Lamb,88,Dallas Cowboys,Away,2021,XXL,139.99,2,2023-04-05
23189,9160,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2024,M,149.99,2,2021-10-08
23190,9160,Christian McCaffrey,23,San Francisco 49ers,Alternate,2021,XL,119.99,2,2021-10-08
23191,9160,Joe Burrow,9,Cincinnati Bengals,Home,2020,S,149.99,1,2021-10-08
23192,9161,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,XXL,129.99,1,2025-08-15
23193,9162,Josh Allen,17,Buffalo Bills,Home,2023,M,119.99,2,2020-05-28
23194,9162,Patrick Mahomes,15,Kansas City Chiefs,Home,2023,S,129.99,3,2020-05-28
23195,9162,Christian McCaffrey,23,San Francisco 49ers,Away,2020,M,149.99,1,2020-05-28
23196,9162,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2024,M,139.99,3,2020-05-28
23197,9163,Jalen Hurts,1,Philadelphia Eagles,Home,2020,L,139.99,2,2024-09-14
23198,9163,Jalen Hurts,1,Philadelphia Eagles,Home,2019,S,149.99,3,2024-09-14
23199,9163,Christian McCaffrey,23,San Francisco 49ers,Home,2022,S,119.99,3,2024-09-14
23200,9163,Joe Burrow,9,Cincinnati Bengals,Away,2025,XXL,129.99,3,2024-09-14
23201,9164,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,L,119.99,1,2019-02-10
23202,9165,Christian McCaffrey,23,San Francisco 49ers,Away,2019,XL,129.99,2,2024-06-18
23203,9165,DK Metcalf,14,Seattle Seahawks,Alternate,2022,XXL,149.99,1,2024-06-18
23204,9166,Jalen Hurts,1,Philadelphia Eagles,Home,2022,L,119.99,1,2024-12-04
23205,9166,CeeDee Lamb,88,Dallas Cowboys,Alternate,2025,L,149.99,2,2024-12-04
23206,9167,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,M,139.99,1,2025-10-03
23207,9168,Jordan Love,10,Green Bay Packers,Home,2023,XXL,119.99,2,2024-09-18
23208,9169,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2022,XXL,149.99,3,2024-12-28
23209,9169,Jordan Love,10,Green Bay Packers,Home,2024,M,129.99,1,2024-12-28
23210,9169,Joe Burrow,9,Cincinnati Bengals,Away,2021,XL,149.99,1,2024-12-28
23211,9170,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,S,149.99,2,2022-11-19
23212,9170,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2022,XL,119.99,1,2022-11-19
23213,9170,Amon-Ra St. Brown,14,Detroit Lions,Away,2024,S,139.99,3,2022-11-19
23214,9170,Jalen Hurts,1,Philadelphia Eagles,Alternate,2021,XL,149.99,1,2022-11-19
23215,9171,Christian McCaffrey,23,San Francisco 49ers,Alternate,2023,S,149.99,1,2022-08-15
23216,9171,Amon-Ra St. Brown,14,Detroit Lions,Away,2025,M,139.99,1,2022-08-15
23217,9171,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,L,149.99,3,2022-08-15
23218,9171,CeeDee Lamb,88,Dallas Cowboys,Home,2025,L,149.99,1,2022-08-15
23219,9172,DK Metcalf,14,Seattle Seahawks,Home,2019,XL,119.99,3,2025-03-03
23220,9172,Lamar Jackson,8,Baltimore Ravens,Alternate,2024,M,129.99,3,2025-03-03
23221,9172,Joe Burrow,9,Cincinnati Bengals,Alternate,2019,L,149.99,3,2025-03-03
23222,9172,Joe Burrow,9,Cincinnati Bengals,Home,2023,XXL,149.99,1,2025-03-03
23223,9173,Jordan Love,10,Green Bay Packers,Away,2020,XL,129.99,2,2020-07-18
23224,9173,Amon-Ra St. Brown,14,Detroit Lions,Home,2019,S,129.99,1,2020-07-18
23225,9173,Josh Allen,17,Buffalo Bills,Home,2022,M,139.99,1,2020-07-18
23226,9174,CeeDee Lamb,88,Dallas Cowboys,Home,2025,S,139.99,1,2024-01-12
23227,9174,Josh Allen,17,Buffalo Bills,Alternate,2023,XXL,119.99,3,2024-01-12
23228,9174,Lamar Jackson,8,Baltimore Ravens,Home,2020,XL,119.99,3,2024-01-12
23229,9175,Josh Allen,17,Buffalo Bills,Away,2025,XXL,129.99,1,2022-07-15
23230,9176,Patrick Mahomes,15,Kansas City Chiefs,Away,2021,S,129.99,3,2023-04-22
23231,9176,Josh Allen,17,Buffalo Bills,Away,2024,XL,129.99,3,2023-04-22
23232,9177,Jordan Love,10,Green Bay Packers,Alternate,2019,M,129.99,3,2022-07-08
23233,9178,Amon-Ra St. Brown,14,Detroit Lions,Home,2019,S,129.99,2,2023-11-23
23234,9178,Jordan Love,10,Green Bay Packers,Away,2022,XL,119.99,3,2023-11-23
23235,9178,Christian McCaffrey,23,San Francisco 49ers,Away,2024,XL,129.99,2,2023-11-23
23236,9178,CeeDee Lamb,88,Dallas Cowboys,Home,2025,XXL,129.99,3,2023-11-23
23237,9179,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,M,129.99,3,2019-04-10
23238,9179,Christian McCaffrey,23,San Francisco 49ers,Home,2023,L,129.99,2,2019-04-10
23239,9179,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,XXL,129.99,1,2019-04-10
23240,9179,Jordan Love,10,Green Bay Packers,Home,2022,S,119.99,1,2019-04-10
23241,9180,Patrick Mahomes,15,Kansas City Chiefs,Home,2019,XXL,129.99,1,2021-01-20
23242,9180,Jalen Hurts,1,Philadelphia Eagles,Away,2020,S,139.99,3,2021-01-20
23243,9180,Jordan Love,10,Green Bay Packers,Home,2021,S,149.99,3,2021-01-20
23244,9181,Lamar Jackson,8,Baltimore Ravens,Home,2019,XL,149.99,2,2020-01-05
23245,9181,Jordan Love,10,Green Bay Packers,Alternate,2025,XXL,129.99,1,2020-01-05
23246,9181,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,L,119.99,2,2020-01-05
23247,9181,Jalen Hurts,1,Philadelphia Eagles,Alternate,2023,S,119.99,3,2020-01-05
23248,9182,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2022,XXL,119.99,2,2020-07-27
23249,9182,Jalen Hurts,1,Philadelphia Eagles,Home,2023,S,129.99,3,2020-07-27
23250,9182,CeeDee Lamb,88,Dallas Cowboys,Alternate,2020,L,129.99,2,2020-07-27
23251,9182,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,M,129.99,3,2020-07-27
23252,9183,Josh Allen,17,Buffalo Bills,Home,2022,XL,119.99,2,2020-01-30
23253,9183,DK Metcalf,14,Seattle Seahawks,Away,2025,XL,139.99,2,2020-01-30
23254,9184,Joe Burrow,9,Cincinnati Bengals,Alternate,2022,M,139.99,2,2020-06-25
23255,9185,Jordan Love,10,Green Bay Packers,Home,2024,M,119.99,3,2019-06-24
23256,9185,Lamar Jackson,8,Baltimore Ravens,Away,2020,S,149.99,3,2019-06-24
23257,9186,DK Metcalf,14,Seattle Seahawks,Away,2019,XXL,119.99,3,2025-08-05
23258,9186,DK Metcalf,14,Seattle Seahawks,Home,2024,M,129.99,3,2025-08-05
23259,9186,DK Metcalf,14,Seattle Seahawks,Alternate,2023,XL,129.99,2,2025-08-05
23260,9186,Jordan Love,10,Green Bay Packers,Home,2020,XL,149.99,1,2025-08-05
23261,9187,Amon-Ra St. Brown,14,Detroit Lions,Away,2020,L,129.99,1,2022-02-12
23262,9187,DK Metcalf,14,Seattle Seahawks,Home,2023,S,119.99,1,2022-02-12
23263,9187,DK Metcalf,14,Seattle Seahawks,Home,2024,XXL,129.99,1,2022-02-12
23264,9188,DK Metcalf,14,Seattle Seahawks,Alternate,2023,L,149.99,1,2023-02-19
23265,9188,Joe Burrow,9,Cincinnati Bengals,Away,2025,M,139.99,3,2023-02-19
23266,9188,Amon-Ra St. Brown,14,Detroit Lions,Home,2023,S,149.99,2,2023-02-19
23267,9188,Jalen Hurts,1,Philadelphia Eagles,Away,2024,XXL,119.99,1,2023-02-19
23268,9189,Amon-Ra St. Brown,14,Detroit Lions,Home,2019,XXL,139.99,3,2023-09-26
23269,9189,Lamar Jackson,8,Baltimore Ravens,Home,2023,M,129.99,1,2023-09-26
23270,9190,Patrick Mahomes,15,Kansas City Chiefs,Away,2024,XXL,119.99,2,2019-07-04
23271,9190,Christian McCaffrey,23,San Francisco 49ers,Alternate,2021,XXL,139.99,2,2019-07-04
23272,9190,Josh Allen,17,Buffalo Bills,Alternate,2024,XL,129.99,1,2019-07-04
23273,9190,DK Metcalf,14,Seattle Seahawks,Away,2022,M,139.99,3,2019-07-04
23274,9191,Jordan Love,10,Green Bay Packers,Alternate,2025,L,149.99,3,2024-12-13
23275,9191,Jalen Hurts,1,Philadelphia Eagles,Alternate,2024,M,129.99,2,2024-12-13
23276,9192,Jordan Love,10,Green Bay Packers,Alternate,2020,XXL,149.99,2,2025-05-04
23277,9192,Jalen Hurts,1,Philadelphia Eagles,Away,2024,S,149.99,3,2025-05-04
23278,9192,Amon-Ra St. Brown,14,Detroit Lions,Home,2020,XXL,139.99,3,2025-05-04
23279,9192,Joe Burrow,9,Cincinnati Bengals,Alternate,2024,M,129.99,2,2025-05-04
23280,9193,Patrick Mahomes,15,Kansas City Chiefs,Home,2022,S,139.99,3,2024-10-03
23281,9193,Patrick Mahomes,15,Kansas City Chiefs,Away,2023,L,119.99,3,2024-10-03
23282,9193,Christian McCaffrey,23,San Francisco 49ers,Home,2022,L,119.99,1,2024-10-03
23283,9193,Patrick Mahomes,15,Kansas City Chiefs,Home,2023,M,139.99,1,2024-10-03
23284,9194,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2024,S,139.99,2,2024-10-25
23285,9194,Christian McCaffrey,23,San Francisco 49ers,Home,2025,XXL,119.99,1,2024-10-25
23286,9195,Amon-Ra St. Brown,14,Detroit Lions,Away,2024,XL,139.99,1,2025-12-05
23287,9195,Josh Allen,17,Buffalo Bills,Away,2023,M,119.99,3,2025-12-05
23288,9195,DK Metcalf,14,Seattle Seahawks,Home,2021,XL,139.99,2,2025-12-05
23289,9195,Lamar Jackson,8,Baltimore Ravens,Home,2023,XL,129.99,2,2025-12-05
23290,9196,CeeDee Lamb,88,Dallas Cowboys,Away,2021,S,129.99,2,2021-11-25
23291,9197,DK Metcalf,14,Seattle Seahawks,Away,2019,S,129.99,3,2021-11-23
23292,9197,Josh Allen,17,Buffalo Bills,Alternate,2020,S,139.99,3,2021-11-23
23293,9197,DK Metcalf,14,Seattle Seahawks,Alternate,2019,L,139.99,3,2021-11-23
23294,9198,CeeDee Lamb,88,Dallas Cowboys,Home,2019,S,139.99,2,2022-11-01
23295,9198,Christian McCaffrey,23,San Francisco 49ers,Away,2022,L,119.99,2,2022-11-01
23296,9199,Jalen Hurts,1,Philadelphia Eagles,Alternate,2024,L,129.99,2,2025-07-24
23297,9199,DK Metcalf,14,Seattle Seahawks,Home,2020,XXL,129.99,2,2025-07-24
23298,9199,CeeDee Lamb,88,Dallas Cowboys,Away,2021,M,129.99,1,2025-07-24
23299,9200,Joe Burrow,9,Cincinnati Bengals,Alternate,2020,XXL,129.99,2,2021-08-13
23300,9200,CeeDee Lamb,88,Dallas Cowboys,Home,2020,L,149.99,2,2021-08-13
23301,9200,DK Metcalf,14,Seattle Seahawks,Alternate,2024,L,119.99,3,2021-08-13
23302,9200,Lamar Jackson,8,Baltimore Ravens,Home,2021,XXL,139.99,3,2021-08-13
23303,9201,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,M,129.99,3,2021-05-09
23304,9201,Josh Allen,17,Buffalo Bills,Home,2023,S,149.99,2,2021-05-09
23305,9201,DK Metcalf,14,Seattle Seahawks,Alternate,2024,XL,139.99,2,2021-05-09
23306,9202,Jalen Hurts,1,Philadelphia Eagles,Away,2025,S,139.99,1,2022-12-18
23307,9203,CeeDee Lamb,88,Dallas Cowboys,Away,2023,M,129.99,3,2025-11-06
23308,9203,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,L,139.99,3,2025-11-06
23309,9203,CeeDee Lamb,88,Dallas Cowboys,Home,2023,M,149.99,3,2025-11-06
23310,9204,Josh Allen,17,Buffalo Bills,Home,2024,M,129.99,2,2019-03-26
23311,9204,Jordan Love,10,Green Bay Packers,Away,2025,L,119.99,1,2019-03-26
23312,9205,Christian McCaffrey,23,San Francisco 49ers,Away,2020,L,129.99,1,2023-01-28
23313,9205,CeeDee Lamb,88,Dallas Cowboys,Away,2019,XL,149.99,3,2023-01-28
23314,9206,CeeDee Lamb,88,Dallas Cowboys,Away,2024,M,149.99,3,2019-07-15
23315,9206,DK Metcalf,14,Seattle Seahawks,Home,2022,L,149.99,3,2019-07-15
23316,9207,Christian McCaffrey,23,San Francisco 49ers,Home,2022,XL,129.99,3,2021-09-14
23317,9207,Patrick Mahomes,15,Kansas City Chiefs,Away,2022,XXL,149.99,2,2021-09-14
23318,9207,Joe Burrow,9,Cincinnati Bengals,Home,2022,S,149.99,1,2021-09-14
23319,9208,Christian McCaffrey,23,San Francisco 49ers,Away,2024,XXL,129.99,1,2019-01-14
23320,9209,Amon-Ra St. Brown,14,Detroit Lions,Away,2021,L,129.99,3,2019-02-28
23321,9209,Josh Allen,17,Buffalo Bills,Alternate,2021,XXL,139.99,3,2019-02-28
23322,9209,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,M,139.99,3,2019-02-28
23323,9209,Jordan Love,10,Green Bay Packers,Away,2025,L,119.99,2,2019-02-28
23324,9210,Amon-Ra St. Brown,14,Detroit Lions,Home,2022,XXL,119.99,1,2020-08-14
23325,9210,Josh Allen,17,Buffalo Bills,Away,2021,S,139.99,2,2020-08-14
23326,9211,Jordan Love,10,Green Bay Packers,Alternate,2019,XL,139.99,3,2023-03-11
23327,9211,Lamar Jackson,8,Baltimore Ravens,Away,2024,M,129.99,2,2023-03-11
23328,9211,Patrick Mahomes,15,Kansas City Chiefs,Home,2022,XXL,119.99,2,2023-03-11
23329,9211,Josh Allen,17,Buffalo Bills,Home,2024,S,129.99,3,2023-03-11
23330,9212,Jalen Hurts,1,Philadelphia Eagles,Home,2021,XL,139.99,2,2023-08-07
23331,9212,Jalen Hurts,1,Philadelphia Eagles,Home,2023,M,119.99,2,2023-08-07
23332,9212,CeeDee Lamb,88,Dallas Cowboys,Home,2022,L,149.99,3,2023-08-07
